Date,ROWL.JLR1_LEVEL.F_CV,ROWL.JLR2_LEVEL.F_CV,ROWL.LHHW_LM_LEVEL.F_CV,ROWL.LHHW_LY_LEVEL.F_CV,ROWL.LHHW_R9_LEVEL.F_CV,ROWL.NOGALESLS_LEVEL.F_CV,ROWL.RS01_LEVEL.F_CV,ROWL.RS02_LEVEL.F_CV,ROWL.RS03_LEVEL.F_CV,ROWL.RS04_LEVEL.F_CV,ROWL.RS05_LEVEL.F_CV,ROWL.RS06_LEVEL.F_CV,ROWL.RS07_LEVEL.F_CV,ROWL.RS08_LEVEL.F_CV,ROWL.RS10_LEVEL.F_CV,ROWL.RS11_LEVEL.F_CV,ROWL.RS12_LEVEL.F_CV,ROWL.RS13_LEVEL.F_CV,ROWL.RS14_LEVEL.F_CV,ROWL.RS15_LEVEL.F_CV,ROWL.RS16_LEVEL.F_CV,ROWL.RS2A_TANK_LEVEL.F_CV,ROWL.RS9_LEVEL.F_CV,ROWL.WELL1_LEVEL.F_CV,ROWL.WELL1WW_LEVEL.F_CV
10/26/21 12:00 AM,18.5720005,18.64599991,0,0,0,0,18.56487465,18.61000061,3.969787121,24.43799973,18.47394371,20.5,18.46463776,20.02227783,22.76600075,26.09399986,26.22842789,22.96910095,15.06858921,22.5320816,18.2859993,23.80624962,-0.432000011,141.5625,6.387426853
10/26/21 12:05 AM,18.54400063,18.62000084,0,0,0,0,18.6038456,18.63199997,3.977111578,24.44599915,18.50858498,20.51799965,18.45243073,20.0100708,22.75799942,26.0739994,26.21866226,22.97154236,15.05638218,22.52231598,18.30200005,23.7493763,-0.432000011,141.5625,6.396079063
10/26/21 12:10 AM,18.51199913,18.58799934,0,0,0,0,18.6406498,18.63599968,3.972228527,24.45400047,18.55837822,20.54000092,18.44754791,20.00274658,22.75399971,26.05400085,26.21866226,22.97642517,15.05882359,22.51255035,18.31200027,23.69249916,-0.433999985,141.5749969,6.387426853
10/26/21 12:15 AM,18.48600006,18.55999947,0,0,0,0,18.68395042,18.65600014,3.969787121,24.45599937,18.59085464,20.56399918,18.43533897,19.99298096,22.75399971,26.03000069,26.21866226,22.97642517,15.04661655,22.50278473,18.3239994,23.63562393,-0.432000011,141.5749969,6.384542465
10/26/21 12:20 AM,18.45599937,18.53199959,0,0,0,0,18.72291946,18.67399979,3.972228527,24.4640007,18.63848495,20.58799934,18.42801476,19.98077393,22.75200081,26.00600052,26.21133804,22.98130798,15.03929234,22.4905777,18.34000015,23.57062531,-0.432000011,141.5749969,6.387426853
10/26/21 12:25 AM,18.4279995,18.50200081,0,0,0,0,18.76622009,18.69400024,3.972228527,24.47200012,18.66446495,20.61000061,18.42313194,19.96856689,22.75200081,25.97999954,26.20889664,22.9861908,15.03440952,22.48569489,18.34399986,23.52187538,-0.432000011,141.5749969,6.465296268
10/26/21 12:30 AM,18.39800072,18.47400093,0,0,0,0,18.80951881,18.7140007,3.974669933,24.47200012,18.72291946,20.62599945,18.41824913,19.96124268,22.74399948,25.95000076,26.20401382,22.99107361,15.02464294,22.46860504,18.36199951,23.46500015,-0.432000011,141.5749969,6.352817535
10/26/21 12:35 AM,18.36800003,18.44599915,0,0,0,0,18.84848976,18.72999954,3.969787121,24.48999977,18.75972366,20.64800072,18.41092491,19.94903564,22.74399948,25.92399979,26.20401382,22.99351501,15.02464294,22.46372223,18.37599945,23.40812492,-0.432000011,141.5874939,6.387426853
10/26/21 12:40 AM,18.33799934,18.41799927,0,0,0,0,18.89178848,18.74799919,3.972228527,24.49799919,18.79652977,20.66399956,18.40360069,19.94171143,22.75,25.89999962,26.19913101,22.99595642,15.01731873,22.45639801,18.38800049,23.39187431,-0.432000011,141.6000061,6.378774643
10/26/21 12:45 AM,18.31200027,18.38800049,0,0,0,0,18.92859459,18.76600075,3.969787121,24.50600052,18.83982849,20.69000053,18.39139366,19.9343853,22.75,25.87800026,26.19668961,23.00572205,15.0075531,22.44907379,18.40399933,23.36750031,-0.433999985,141.6125031,6.352817535
10/26/21 12:50 AM,18.2840004,18.36400032,0,0,0,0,18.95890427,18.78000069,3.974669933,24.51000023,18.87230492,20.69799995,18.38895226,19.92217827,22.74399948,25.86000061,26.18936539,23.01060486,15.00511169,22.44174957,18.42000008,23.39187431,-0.432000011,141.5874939,6.364354134
10/26/21 12:55 AM,18.25600052,18.33799934,0,0,0,0,19.00869942,18.79800034,3.972228527,24.51399994,18.90911102,20.72400093,18.37918663,19.91973686,22.75,25.83200073,26.18448067,23.01304626,15.00511169,22.43930817,18.4260006,23.39187431,-0.432000011,141.6125031,6.373006344
10/26/21 1:00 AM,18.22599983,18.30800056,0,0,0,0,19.04767036,18.81599998,3.972228527,24.53000069,18.95457458,20.75200081,18.37186241,19.92217827,22.75,25.81399918,26.18203926,23.02281189,14.98802185,22.43442345,18.44000053,23.36750031,-0.432000011,141.6000061,6.410499096
10/26/21 1:05 AM,18.19599915,18.27799988,0,0,0,0,19.0866394,18.83200073,3.974669933,24.54199982,19.0022049,20.76199913,18.36209679,19.91241264,22.75200081,25.79599953,26.16983223,23.02037048,14.99046326,22.42709923,18.45400047,23.38375092,-0.432000011,141.6125031,6.433571339
10/26/21 1:10 AM,18.16600037,18.24799919,0,0,0,0,19.13210487,18.85000038,3.974669933,24.54199982,19.04333878,20.77199936,18.35477257,19.90752983,22.75399971,25.77599907,26.16494942,23.03013611,14.97337341,22.4173336,18.47400093,23.38375092,-0.428000003,141.6125031,6.551817894
10/26/21 1:15 AM,18.13400078,18.21999931,0,0,0,0,19.17323875,18.86400032,3.974669933,24.55200005,19.0758152,20.79000092,18.34500694,19.89776421,22.75600052,25.76399994,26.1576252,23.03501892,14.96360683,22.40512657,18.48600006,23.38375092,-0.432000011,141.625,6.410499096
10/26/21 1:20 AM,18.11000061,18.19199944,0,0,0,0,19.2013855,18.87800026,3.974669933,24.56200027,19.11478615,20.81800079,18.33524132,19.88799858,22.75600052,25.74600029,26.14297676,23.03746033,14.95384121,22.40024376,18.50799942,23.38375092,-0.430000007,141.6125031,6.430687428
10/26/21 1:25 AM,18.07999992,18.16399956,0,0,0,0,19.2381897,18.8939991,3.974669933,24.56800079,19.16024971,20.80800056,18.33035851,19.87579155,22.75399971,25.72999954,26.14053535,23.04478455,14.95384121,22.39536095,18.51799965,23.38375092,-0.430000007,141.6125031,6.280716419
10/26/21 1:30 AM,18.04999924,18.13800049,0,0,0,0,19.27932358,18.91200066,3.974669933,24.57600021,19.19705391,20.84199905,18.32059288,19.86602592,22.76000023,25.7140007,26.13321114,23.04478455,14.9489584,22.38559532,18.5340004,23.39187431,-0.430000007,141.625,6.422035217
10/26/21 1:35 AM,18.02199936,18.1079998,0,0,0,0,19.32478905,18.93199921,3.974669933,24.57799911,19.23602486,20.86400032,18.31326866,19.85870171,22.76000023,25.70000076,26.13321114,23.05210876,14.94163418,22.3782711,18.54400063,23.37562561,-0.430000007,141.625,6.410499096
10/26/21 1:40 AM,17.99399948,18.08200073,0,0,0,0,19.37241936,18.95599937,3.972228527,24.58600044,19.27066422,20.8920002,18.30838394,19.85137749,22.76600075,25.68199921,26.1210041,23.05943298,14.93675137,22.36850548,18.55800056,23.38375092,-0.430000007,141.6374969,6.396079063
10/26/21 1:45 AM,17.96800041,18.05400085,0,0,0,0,19.42221451,18.97800064,3.969787121,24.58600044,19.31829453,20.91200066,18.30350113,19.84649467,22.76600075,25.66200066,26.11367989,23.0643177,14.92698574,22.36362267,18.58399963,23.38375092,-0.432000011,141.625,6.430687428
10/26/21 1:50 AM,17.94000053,18.02599907,0,0,0,0,19.46984482,19,3.972228527,24.59399986,19.35076904,20.94199944,18.29861832,19.83917046,22.76799965,25.63800049,26.10391426,23.06920052,14.92942715,22.35629845,18.59399986,23.37562561,-0.430000007,141.6374969,6.419151306
10/26/21 1:55 AM,17.91200066,17.99600029,0,0,0,0,19.50881386,19.02199936,3.972228527,24.60400009,19.39623451,20.95999908,18.2937355,19.83672905,22.77000046,25.62000084,26.09903145,23.07896614,14.91966152,22.35141563,18.61599922,23.37562561,-0.432000011,141.6374969,6.447991848
10/26/21 2:00 AM,17.88400078,17.96999931,0,0,0,0,19.55211449,19.04400063,3.972228527,24.61199951,19.44169807,20.99600029,18.28396988,19.82940483,22.77599907,25.60199928,26.09170723,23.08140755,14.91477871,22.34165001,18.62599945,23.39187431,-0.430000007,141.6374969,6.416267395
10/26/21 2:05 AM,17.8579998,17.94199944,0,0,0,0,19.60190964,19.06800079,3.972228527,24.62199974,19.48933029,21.01000023,18.27420425,19.82696342,22.77599907,25.58600044,26.08682442,23.08384895,14.91477871,22.33432579,18.63800049,23.39187431,-0.432000011,141.625,6.508556843
10/26/21 2:10 AM,17.83200073,17.91600037,0,0,0,0,19.64953995,19.09000015,3.974669933,24.62199974,19.53046417,21.04999924,18.26932144,19.82208061,22.77599907,25.56800079,26.0795002,23.08873177,14.91477871,22.32944298,18.64999962,23.36750031,-0.432000011,141.6625061,6.450875759
10/26/21 2:15 AM,17.80400085,17.88800049,0,0,0,0,19.69500542,19.11599922,3.972228527,24.62999916,19.58025932,21.06599998,18.26443863,19.82208061,22.77799988,25.54800034,26.06973457,23.09605598,14.90012932,22.31967735,18.66600037,23.37562561,-0.432000011,141.6499939,6.450875759
10/26/21 2:20 AM,17.77799988,17.8579998,0,0,0,0,19.74046898,19.13800049,3.972228527,24.62999916,19.62572289,21.09000015,18.254673,19.81963921,22.78000069,25.53000069,26.06240845,23.09605598,14.89524651,22.31235123,18.68600082,23.36750031,-0.432000011,141.6625061,6.465296268
10/26/21 2:25 AM,17.75,17.83200073,0,0,0,0,19.7837677,19.15999985,3.972228527,24.63999939,19.66685867,21.12000084,18.24734879,19.8171978,22.78199959,25.51000023,26.05508423,23.1033802,14.90012932,22.3001442,18.69599915,23.37562561,-0.432000011,141.6625061,6.46818018
10/26/21 2:30 AM,17.72400093,17.80200005,0,0,0,0,19.82707024,19.18000031,3.972228527,24.63800049,19.71232414,21.13599968,18.24734879,19.81475639,22.7840004,25.49600029,26.0453186,23.1033802,14.89524651,22.29526138,18.70599937,23.36750031,-0.432000011,141.6749878,6.4854846
10/26/21 2:35 AM,17.69599915,17.77400017,0,0,0,0,19.86603928,19.20199966,3.972228527,24.65600014,19.75345802,21.16600037,18.24002457,19.81231308,22.78800011,25.48200035,26.04043579,23.11070442,14.89524651,22.28549576,18.72200012,23.37562561,-0.432000011,141.6625061,6.4854846
10/26/21 2:40 AM,17.66600037,17.74799919,0,0,0,0,19.91799927,19.22400093,3.969787121,24.66600037,19.80109024,21.19199944,18.23270035,19.81231308,22.79000092,25.45800018,26.03311157,23.11802864,14.88792229,22.28061295,18.73999977,23.36750031,-0.432000011,141.6625061,6.4854846
10/26/21 2:45 AM,17.63999939,17.71999931,0,0,0,0,19.96346474,19.24799919,3.972228527,24.67399979,19.84222412,21.22599983,18.23270035,19.80743027,22.79199982,25.43799973,26.02578735,23.12291145,14.89036369,22.27573013,18.76000023,23.36750031,-0.432000011,141.6625061,6.488368511
10/26/21 2:50 AM,17.61199951,17.69000053,0,0,0,0,20.00459862,19.26799965,3.972228527,24.68199921,19.88552475,21.24600029,18.2156105,19.80498886,22.79800034,25.42000008,26.01602173,23.12291145,14.88059807,22.27084732,18.77199936,23.36750031,-0.432000011,141.6749878,6.606615067
10/26/21 2:55 AM,17.58399963,17.66600037,0,0,0,0,20.03707504,19.2840004,3.972228527,24.70000076,19.93748474,21.26000023,18.21072769,19.80498886,22.80800056,25.40600014,26.00869751,23.13023567,14.87327385,22.26596451,18.7840004,23.38375092,-0.432000011,141.6749878,6.488368511
10/26/21 3:00 AM,17.55800056,17.63999939,0,0,0,0,20.07821083,19.29999924,3.972228527,24.71199989,19.97428894,21.28800011,18.20096207,19.80010605,22.80800056,25.38599968,26.0038147,23.13755989,14.88303947,22.25864029,18.79599953,23.36750031,-0.432000011,141.6749878,6.51720953
10/26/21 3:05 AM,17.52799988,17.6079998,0,0,0,0,20.11717987,19.31599998,3.972228527,24.72400093,20.01758957,21.30400085,18.18387032,19.79766464,22.81999969,25.36199951,26.00137329,23.14488411,14.87571526,22.25131607,18.81999969,23.36750031,-0.432000011,141.6749878,6.497020721
10/26/21 3:10 AM,17.50200081,17.58200073,0,0,0,0,20.15398407,19.33200073,3.972228527,24.73200035,20.06305504,21.3220005,18.17166328,19.79278183,22.81800079,25.34600067,25.98672485,23.14976692,14.86839104,22.24643326,18.82600021,23.36750031,-0.432000011,141.6875,6.531629562
10/26/21 3:15 AM,17.47400093,17.54999924,0,0,0,0,20.18862343,19.34600067,3.972228527,24.74200058,20.10202408,21.35400009,18.16189766,19.79034042,22.8239994,25.3239994,25.97940063,23.15709114,14.86350822,22.23422623,18.85199928,23.36750031,-0.432000011,141.6875,6.361469746
10/26/21 3:20 AM,17.44400024,17.52599907,0,0,0,0,20.22975922,19.36199951,3.974669933,24.75200081,20.14315987,21.36800003,18.14969063,19.78789902,22.82999992,25.30999947,25.97207642,23.16197395,14.85618401,22.2244606,18.86800003,23.36750031,-0.432000011,141.7000122,6.577774525
10/26/21 3:25 AM,17.41399956,17.49799919,0,0,0,0,20.27305984,19.37999916,3.972228527,24.76199913,20.16913986,21.38999939,18.139925,19.7830162,22.82999992,25.29199982,25.9671936,23.16685677,14.8537426,22.21469498,18.88199997,23.33499908,-0.432000011,141.7000122,6.632571697
10/26/21 3:30 AM,17.38599968,17.46999931,0,0,0,0,20.3076992,19.39599991,3.972228527,24.77599907,20.21893501,21.40600014,18.13015938,19.77813339,22.84199905,25.28199959,25.95498657,23.17418098,14.84885979,22.20737076,18.89800072,23.21312523,-0.433999985,141.7000122,6.693137169
10/26/21 3:35 AM,17.3579998,17.44199944,0,0,0,0,20.35099792,19.41200066,3.969787121,24.7859993,20.26006889,21.43400002,18.11795235,19.77080917,22.84600067,25.27000046,25.95254517,23.17173958,14.84397697,22.19760513,18.92200089,23.07499886,-0.432000011,141.7124939,6.7190938
10/26/21 3:40 AM,17.33200073,17.41600037,0,0,0,0,20.38997078,19.4279995,3.972228527,24.79599953,20.30553436,21.45599937,18.10818672,19.76348495,22.85000038,25.25600052,25.94766235,23.16929817,14.8366518,22.19028091,18.94599915,22.94499969,-0.432000011,141.7000122,6.733513832
