Date,ROWL.JLV1_FLOW.F_CV,ROWL.JLV2_FLOW.F_CV,ROWL.LHHW_FLOW.F_CV,ROWL.NOGALESLS_FLOW.F_CV,ROWL.PM22_FLOW.F_CV,ROWL.PM22_FLOW_SPT.F_CV,ROWL.PM9_FLOW.F_CV,ROWL.RS01_FLOW.F_CV,ROWL.RS06_FLOW.F_CV,ROWL.RS10_FLOW.F_CV,ROWL.RS12_FLOW.F_CV,ROWL.RS2_ZONEII_FLOW.F_CV,ROWL.RS2_ZONEIII_FLOW.F_CV,ROWL.RS2A_BYPASS_FLOW.F_CV,ROWL.RS2A_FLOW.F_CV,ROWL.RS2A_PUMP4_FLOW.F_CV,ROWL.RS2A_STATION_FLOW.F_CV,ROWL.RS4__9_P1_FLOW.F_CV,ROWL.RS4__9_P2_FLOW.F_CV,ROWL.RS4__9_P3_FLOW.F_CV,ROWL.SNTSV1_FLOW.F_CV,ROWL.SNTSV1_FLOW_SPT.F_CV,ROWL.SNTSV2_FLOW.F_CV,ROWL.SNTSV2_FLOW_SPT.F_CV,ROWL.SNTSV3_FLOW.F_CV,ROWL.SNTSV3_FLOW_SPT.F_CV,ROWL.WBS_FLOW.F_CV,ROWL.WBS_PRS_V1_FLOW.F_CV,ROWL.WBS_PRS_V2_FLOW.F_CV,ROWL.WELL1_FLOW.F_CV,ROWL.WELL1P2_FLOW.F_CV,ROWL.WELL1P3_FLOW.F_CV,ROWL.ZONE6_FLOW.F_CV,ROWL.ZONEV_FLOW.F_CV,ROWL.JL_VLV1_CUR_FLW.F_CV
2022-05-10 00:00:00,6.7662501335144,-0.0234375,0.762951076030731,1000,4.23132705688477,4,0,1.875,-4.125,0.3125,1.37331199645996,0,4.3125,1567.125,1274.5,-62.5,1274.5,-0.975000023841858,-2.69999980926514,-1.05000007152557,0.0243749991059303,0,0.0,0,0.0,0,0,0,0,-37.5,-0.525000035762787,2.55000019073486,61.7990417480469,,7
2022-05-10 00:05:00,6.75562477111816,-0.0206249989569187,0.762951076030731,1000,4.21759366989136,4,0,2.1875,-3.375,0.3125,1.37331199645996,0,4.3125,1468.875,1234.5,-62.5,1234.5,-1.05000007152557,-2.69999980926514,-1.05000007152557,0.0255937501788139,0,0.0,0,0.0,0,0,0,0,-37.5,-0.674999952316284,0.300000011920929,74.6166152954102,,7
2022-05-10 00:10:00,6.75437498092651,-0.0215624999254942,0.762951076030731,1000,4.23590469360352,4,0,0.9375,-1.75,0.9375,1.37331199645996,0,4.125,1509.375,1246.0,-62.5,1246.0,-1.05000007152557,-2.69999980926514,-1.05000007152557,0.0243749991059303,0,0.0,0,0.0,0,0,0,0,-37.5,-0.674999952316284,0.375,74.6166152954102,,7
2022-05-10 00:15:00,6.72249984741211,-0.0253125000745058,0.762951076030731,1000,4.29846668243408,4,0,0.3125,-3.0,0.0,1.37331199645996,0,4.6875,1388.625,1290.5,-62.5,1290.5,-1.05000007152557,-2.69999980926514,-1.05000007152557,0.0243749991059303,0,0.0,0,0.0,0,0,0,0,-37.5,-0.600000023841858,0.375,37.9949645996094,,7
2022-05-10 00:20:00,6.73562526702881,-0.0206249989569187,0.762951076030731,1000,4.31067371368408,4,0,0.0,-3.75,0.3125,1.60219728946686,0,4.125,1352.25,1351.0,-62.5,1351.0,-1.05000007152557,-2.69999980926514,-1.05000007152557,0.0255937501788139,0,0.0,0,0.0,0,0,0,0,-37.5,-0.525000035762787,0.375,68.6656036376953,,7
2022-05-10 00:25:00,6.77187490463257,-0.0206249989569187,0.762951076030731,1000,4.27710390090942,4,0,0.0,-2.5,0.0,1.60219728946686,0,4.125,1392.375,1329.0,-62.5,1329.0,-1.05000007152557,-2.69999980926514,-1.05000007152557,0.0255937501788139,0,0.0,0,0.0,0,0,0,0,-37.5,-0.600000023841858,2.77500009536743,72.7855377197266,,7
2022-05-10 00:30:00,6.7350001335144,-0.0206249989569187,0.762951076030731,1000,4.25574111938477,4,0,0.9375,-3.5,0.625,1.37331199645996,0,4.6875,1591.125,1269.0,-62.5,1269.0,-1.05000007152557,-2.69999980926514,-1.125,0.0243749991059303,0,0.0,0,0.0,0,0,0,0,-37.5,-0.600000023841858,0.375,67.7500534057617,,7
2022-05-10 00:35:00,6.75312519073486,-0.0206249989569187,0.762951076030731,1000,4.29694080352783,4,0,2.1875,-3.75,0.0,1.60219728946686,0,4.3125,1579.87487792969,1308.0,-62.5,1308.0,-1.05000007152557,-2.69999980926514,-1.05000007152557,0.0243749991059303,0,0.0,0,0.0,0,0,0,0,-37.5,-0.600000023841858,0.375,54.2458229064941,,7
2022-05-10 00:40:00,6.72687482833862,-0.0243750009685755,0.762951076030731,1000,4.27100038528442,4,0,0.9375,-2.625,0.625,1.37331199645996,0,4.3125,1625.25,1322.5,-62.5,1322.5,-1.125,-2.69999980926514,-1.125,0.0255937501788139,0,0.0,0,0.0,0,0,0,0,-37.5,-0.600000023841858,0.600000023841858,49.4392318725586,,7
2022-05-10 00:45:00,6.734375,-0.0225000008940697,0.610360860824585,1000,4.26184463500977,4,0,0.9375,-3.75,0.3125,1.37331199645996,0,4.5,1552.87487792969,1323.5,-62.5,1323.5,-1.05000007152557,-2.69999980926514,-1.05000007152557,0.0255937501788139,0,0.0,0,0.0,0,0,0,0,-37.5,-0.525000035762787,0.375,51.728084564209,,7
