Date,ROWL.CALLELOSARBOLES_ST_ARV_PRESS.F_CV,ROWL.CANTERBURY_ST_ARV_PRESS.F_CV,ROWL.CHESTNUT_ST_ARV_PRESS.F_CV,ROWL.GREENSPRINGS_ST_ARV_PRESS.F_CV,ROWL.HILLMAN_ST_ARV_PRESS.F_CV,ROWL.JL_PM15_PRESS.F_CV,ROWL.JL_PRESS.F_CV,ROWL.KEYSTONE_ST_ARV_PRESS.F_CV,ROWL.LHHW_DNSTRM_PRESS.F_CV,ROWL.LHHW_UPSTRM_PRESS.F_CV,ROWL.MARIMBA_ST_ARV_PRESS.F_CV,ROWL.NOGALES_ST_ARV_PRESS.F_CV,ROWL.PM22V_DNPRESS.F_CV,ROWL.PM22V_UPPRESS.F_CV,ROWL.RANMORE_ST_ARV_PRESS.F_CV,ROWL.REMORA_ST_ARV_PRESS.F_CV,ROWL.RS01_STATION_PRESS.F_CV,ROWL.RS06_PRESS.F_CV,ROWL.RS12_PRESS.F_CV,ROWL.RS12_STATION_PRESS.F_CV,ROWL.RS2_ZONEII_PRESS.F_CV,ROWL.RS2A_PRESSURE.F_CV,ROWL.RS2A_PUMP4_PRESSURE_SP.F_CV,ROWL.RS4_STATION_PRESS.F_CV,ROWL.RS4_ZONE3_PRESSURE.F_CV,ROWL.SANJOSE_ST_ARV_PRESS.F_CV,ROWL.SENT_PRESS_UPSTREAM.F_CV,ROWL.SENTOUS_PRESS.F_CV,ROWL.VANTAGEPOINT_ST_ARV_PRESS.F_CV,ROWL.WBS_PRESS.F_CV,ROWL.WBS_PRS_V1_DNSTRM_PRESS.F_CV,ROWL.WBS_PRS_V1_UPSTRM_PRESS.F_CV,ROWL.WBS_PRS_V2_DNSTRM_PRESS.F_CV,ROWL.WBS_PRS_V2_UPSTRM_PRESS.F_CV,ROWL.WINCHESTER_ST_ARV_PRESS.F_CV,ROWL.ZONE6_PRESS.F_CV,ROWL.ZONEIII_PRESS.F_CV
10/17/21,84.30060577,0,123.7201462,3.847562313,49.29030228,59.30625153,38.41875076,89.40444183,73.90707397,221.0345612,43.70153427,74.99961853,76.9054718,127.5654221,65.00007629,113.0006866,79.91249847,94.625,163.8000031,60.60883713,88.34999847,135.75,115,,87.67500305,83.19981384,158.625,100.8843689,0,191.2336884,5.4375,105.7312469,4.631249905,105.7687454,83.28069305,74.98283386,156.5625
10/17/21 0:05,84.30060577,0,123.7201462,3.847562313,49.29030228,58.99687576,40.70624924,89.40444183,73.81552124,220.2792358,43.70153427,74.99961853,75.61226654,127.7485352,65.00007629,113.0006866,79.85624695,94.375,163.5749969,60.67750168,88.47499847,133.4624939,115,,88.125,83.19981384,157.8937378,98.88750458,0,191.2336884,5.4375,105.75,4.612500191,105.7687454,83.28069305,75.03623962,156.8250122
10/17/21 0:10,84.30060577,0,123.7201462,3.847562313,49.29030228,59.21250153,39.15000153,89.40444183,73.81552124,220.2792358,43.70153427,74.99961853,77.15724945,127.901123,65.00007629,113.0006866,79.87500763,94.625,163.4625092,61.77614975,87.61249542,132.4499969,115,,88.08750153,83.19981384,156.7687531,97.5375061,0,191.2336884,5.4375,105.7312469,4.612500191,105.7687454,83.28069305,74.9294281,156.4312592
10/17/21 0:15,84.30060577,0,123.7201462,3.847562313,49.29030228,58.96875,39.54375076,89.40444183,74.06729126,220.050354,43.70153427,74.99961853,76.43624878,127.428093,65.00007629,113.0006866,79.66875458,94.375,163.7062531,60.70038986,88.42499542,133.1812592,115,,88.03125,83.19981384,158.4562531,99.94687653,0,191.2336884,5.456250191,105.7312469,4.631249905,105.75,83.28069305,74.99046326,156.1312408
10/17/21 0:20,84.30060577,0,123.7201462,3.847562313,49.29030228,59.12812805,39.16875076,89.40444183,74.06729126,220.050354,43.70153427,74.99961853,75.87548065,127.4128342,65.00007629,113.0006866,79.78125,94,163.9124908,60.70038986,88.40000153,133.4437561,115,,88.06874847,83.19981384,158.0625,98.8125,0,191.2336884,5.474999905,105.7312469,4.650000095,105.7687454,83.28069305,74.99046326,156.5437469
10/17/21 0:25,84.30060577,0,123.7201462,3.847562313,49.29030228,59.203125,38.4375,89.40444183,73.76974487,220.3936768,43.70153427,74.99961853,77.21446991,127.901123,65.00007629,113.0006866,79.91249847,93.875,163.6125031,60.67750168,88.26249695,132.8062592,115,,87.59999847,83.19981384,158.1937561,99.703125,0,191.2336884,5.474999905,105.75,4.631249905,105.7687454,83.28069305,74.99046326,156.9375
10/17/21 0:30,84.30060577,0,123.7201462,3.847562313,49.29030228,59.12812805,39.90000153,89.40444183,73.76974487,220.3936768,43.70153427,74.99961853,76.84825134,127.4891281,65.00007629,113.0006866,79.96875,95,163.6125031,60.54017258,88.05000305,132.5625,115,,87.16875458,83.19981384,158.2312469,100.453125,0,191.2336884,5.512499809,105.75,4.668749809,105.7687454,83.28069305,75.01335144,156.3937378
10/17/21 0:35,84.30060577,0,123.7201462,3.847562313,49.29030228,58.97812271,39.63750076,89.40444183,73.88418579,220.6454468,43.70153427,74.99961853,75.9899292,127.2602463,65.00007629,113.0006866,79.76250458,95.25,164.4375153,60.42572403,88.48750305,133.78125,115,,87.80625153,83.19981384,158.4937439,98.27812195,0,191.2565765,5.531249523,105.75,4.6875,105.7875061,83.28069305,74.98283386,156.3937378
10/17/21 0:40,84.30060577,0,123.7201462,3.847562313,49.29030228,59.03437424,39.88125229,89.40444183,73.88418579,220.6454468,43.70153427,74.99961853,77.62645721,127.641716,65.00007629,113.0006866,79.96875,94,164.0062408,60.67750168,88.38750458,133.21875,115,,87.73124695,83.19981384,156.9749908,99.44999695,0,191.2565765,5.550000191,105.7687454,4.706249714,105.7687454,83.28069305,75.02098083,156.375
10/17/21 0:45,84.30060577,0,123.7201462,3.847562313,49.29030228,59.17499924,39.91875076,89.40444183,73.81552124,220.7598877,43.70153427,74.99961853,76.4019165,127.3060226,65.00007629,113.0006866,80.09999847,93.25,163.7062531,60.63172531,88.30000305,133.5187531,115,,87.91875458,83.19981384,157.3312531,97.85624695,0,191.2565765,5.568749905,105.75,4.724999905,105.7875061,83.28069305,74.95994568,156.5249939
