Date,ROWL.JLR1_LEVEL.F_CV,ROWL.JLR2_LEVEL.F_CV,ROWL.LHHW_LM_LEVEL.F_CV,ROWL.LHHW_LY_LEVEL.F_CV,ROWL.LHHW_R9_LEVEL.F_CV,ROWL.NOGALESLS_LEVEL.F_CV,ROWL.RS01_LEVEL.F_CV,ROWL.RS02_LEVEL.F_CV,ROWL.RS03_LEVEL.F_CV,ROWL.RS04_LEVEL.F_CV,ROWL.RS05_LEVEL.F_CV,ROWL.RS06_LEVEL.F_CV,ROWL.RS07_LEVEL.F_CV,ROWL.RS08_LEVEL.F_CV,ROWL.RS10_LEVEL.F_CV,ROWL.RS11_LEVEL.F_CV,ROWL.RS12_LEVEL.F_CV,ROWL.RS13_LEVEL.F_CV,ROWL.RS14_LEVEL.F_CV,ROWL.RS15_LEVEL.F_CV,ROWL.RS16_LEVEL.F_CV,ROWL.RS2A_TANK_LEVEL.F_CV,ROWL.RS9_LEVEL.F_CV,ROWL.WELL1_LEVEL.F_CV,ROWL.WELL1WW_LEVEL.F_CV
2022-05-07 00:00:00,17.6399993896484,17.6280002593994,0,0,0,4.57500028610229,20.703893661499,22.7840003967285,3.95269703865051,22.3519992828369,20.7406997680664,22.9979991912842,21.6971092224121,16.9192028045654,20.818000793457,22.6959991455078,24.1727313995361,20.688793182373,17.6955833435059,12.9545783996582,22.9179992675781,22.4249992370605,-0.493999987840652,-6.25,6.39896297454834
2022-05-07 00:05:00,17.6879997253418,17.6760005950928,0,0,0,4.58750009536743,20.6865749359131,22.7779998779297,3.95269703865051,22.3519992828369,20.7168846130371,22.9699993133545,21.6751346588135,16.9045543670654,20.8040008544922,22.6840000152588,24.1702899932861,20.6741428375244,17.6809329986572,12.943042755127,22.8999996185303,22.4818744659424,-0.495999991893768,-6.25,6.39896297454834
2022-05-07 00:10:00,17.738000869751,17.7240009307861,0,0,0,4.60750007629395,20.6670894622803,22.757999420166,3.95025563240051,22.3540000915527,20.703893661499,22.9120006561279,21.6580448150635,16.8899059295654,20.7859992980957,22.6679992675781,24.1654071807861,20.6619358062744,17.6540775299072,12.9340705871582,22.8899993896484,22.5306243896484,-0.495999991893768,-6.25,6.41049909591675
2022-05-07 00:15:00,17.7840003967285,17.7759990692139,0,0,0,4.5774998664856,20.6476039886475,22.7439994812012,3.95269703865051,22.3479995727539,20.6887397766113,22.8600006103516,21.6433963775635,16.8728160858154,20.7719993591309,22.6599998474121,24.1605243682861,20.6521701812744,17.6394290924072,12.9186897277832,22.8759994506836,22.5793762207031,-0.495999991893768,-6.25,6.40184688568115
2022-05-07 00:20:00,17.8360004425049,17.826000213623,0,0,0,4.58343744277954,20.6302852630615,22.7320003509521,3.95269703865051,22.3479995727539,20.6670894622803,22.8279991149902,21.6336307525635,16.8654918670654,20.7600002288818,22.6499996185303,24.1580829620361,20.6448459625244,17.6150150299072,12.9109992980957,22.8640003204346,22.6281261444092,-0.493999987840652,-6.25,6.39896297454834
2022-05-07 00:25:00,17.8819999694824,17.8700008392334,0,0,0,4.59437465667725,20.6172943115234,22.7199993133545,3.95025563240051,22.3560009002686,20.6627597808838,22.7919998168945,21.6165409088135,16.8630504608154,20.746000289917,22.6399993896484,24.1556415557861,20.6424045562744,17.5979251861572,12.9045906066895,22.8439998626709,22.685001373291,-0.493999987840652,-6.25,6.39896297454834
2022-05-07 00:30:00,17.92799949646,17.923999786377,0,0,0,4.58156251907349,20.6021385192871,22.7080001831055,3.95269703865051,22.3640003204346,20.6562652587891,22.7240009307861,21.5994510650635,16.8508434295654,20.7360000610352,22.6280002593994,24.1458759307861,20.6350803375244,17.5832767486572,12.8994636535645,22.8339996337891,22.7418746948242,-0.493999987840652,-6.25,6.40184688568115
2022-05-07 00:35:00,17.9799995422363,17.9740009307861,0,0,0,4.59250020980835,20.5869846343994,22.6959991455078,3.95025563240051,22.3700008392334,20.625955581665,22.6760005950928,21.5799198150635,16.8459606170654,20.7240009307861,22.6140003204346,24.1458759307861,20.6253147125244,17.5783939361572,12.8879280090332,22.826000213623,22.7987499237061,-0.493999987840652,-6.25,6.41049909591675
2022-05-07 00:40:00,18.0279998779297,18.0200004577637,0,0,0,4.6100001335144,20.57399559021,22.6860008239746,3.95269703865051,22.3740005493164,20.612964630127,22.6380004882813,21.5677127838135,16.8361949920654,20.7099990844727,22.5979995727539,24.1312274932861,20.6204319000244,17.5637454986572,12.881519317627,22.8120002746582,22.8556251525879,-0.493999987840652,-6.25,6.41049909591675
2022-05-07 00:45:00,18.0779991149902,18.068000793457,0,0,0,4.58437490463257,20.5545101165771,22.6760005950928,3.95025563240051,22.3840007781982,20.5934791564941,22.5979995727539,21.5555038452148,16.8337535858154,20.6959991455078,22.5879993438721,24.1190204620361,20.6131076812744,17.5442123413086,12.876392364502,22.8059997558594,22.9287509918213,-0.493999987840652,-6.25,6.41049909591675
