Date,ROWL.JLR1_LEVEL.F_CV,ROWL.JLR2_LEVEL.F_CV,ROWL.LHHW_LM_LEVEL.F_CV,ROWL.LHHW_LY_LEVEL.F_CV,ROWL.LHHW_R9_LEVEL.F_CV,ROWL.NOGALESLS_LEVEL.F_CV,ROWL.RS01_LEVEL.F_CV,ROWL.RS02_LEVEL.F_CV,ROWL.RS03_LEVEL.F_CV,ROWL.RS04_LEVEL.F_CV,ROWL.RS05_LEVEL.F_CV,ROWL.RS06_LEVEL.F_CV,ROWL.RS07_LEVEL.F_CV,ROWL.RS08_LEVEL.F_CV,ROWL.RS10_LEVEL.F_CV,ROWL.RS11_LEVEL.F_CV,ROWL.RS12_LEVEL.F_CV,ROWL.RS13_LEVEL.F_CV,ROWL.RS14_LEVEL.F_CV,ROWL.RS15_LEVEL.F_CV,ROWL.RS16_LEVEL.F_CV,ROWL.RS2A_TANK_LEVEL.F_CV,ROWL.RS9_LEVEL.F_CV,ROWL.WELL1_LEVEL.F_CV,ROWL.WELL1WW_LEVEL.F_CV
10/18/21,19.3560009,19.5,0,0,0,0,17.0688591,19.98999977,3.967345715,22.94400024,16.97576523,21.41399956,16.36499596,18.12771797,21.41200066,23.75200081,25.82070732,21.45052338,17.34645653,17.77859116,19.43600082,23.22937393,-0.458000004,11.01249981,6.7133255
10/18/21 0:05,19.3220005,19.47200012,0,0,0,0,17.10783005,20.01600075,3.967345715,22.95199966,17.02772331,21.45400047,16.34790611,18.11306953,21.40800095,23.70400047,25.81582451,21.45052338,17.32692528,17.74929428,19.45800018,23.10750008,-0.460000008,12.91250038,6.67871666
10/18/21 0:10,19.29199982,19.43600082,0,0,0,0,17.14463425,20.04000092,3.967345715,22.96199989,17.05587006,21.50399971,16.33569908,18.0984211,21.39999962,23.65399933,25.80849838,21.45052338,17.30250931,17.71511459,19.48600006,22.91250038,-0.460000008,10.5,6.707557201
10/18/21 0:15,19.25799942,19.40200043,0,0,0,0,17.17927551,20.06999969,3.969787121,22.96999931,17.09700394,21.56200027,16.32105064,18.08621407,21.38999939,23.6060009,25.80117416,21.45296478,17.28297806,17.67849159,19.51000023,22.66874886,-0.460000008,13.89999962,6.701789379
10/18/21 0:20,19.22599983,19.37199974,0,0,0,0,17.22257423,20.09399986,3.969787121,22.97400093,17.13597488,21.59600067,16.29175186,18.07888985,21.38599968,23.57799911,25.79629135,21.45296478,17.26344681,17.6443119,19.53199959,22.44937515,-0.460000008,19.23750114,6.658528328
10/18/21 0:25,19.19400024,19.33799934,0,0,0,0,17.25938034,20.12000084,3.967345715,22.97999954,17.18144035,21.66200066,16.27954483,18.0617981,21.37800026,23.55200005,25.78896713,21.45052338,17.24635696,17.61257362,19.55599976,22.20562553,-0.458000004,16.57499886,6.675832748
10/18/21 0:30,19.16200066,19.30800056,0,0,0,0,17.30267906,20.14999962,3.964904308,22.97999954,17.21391487,21.70599937,16.27954483,18.04959106,21.37400055,23.53199959,25.78896713,21.45540619,17.22438431,17.57106972,19.57799911,21.96187592,-0.460000008,17.48750114,6.693137169
10/18/21 0:35,19.12999916,19.27400017,0,0,0,0,17.34597969,20.18000031,3.964904308,22.98800087,17.25504875,21.75600052,16.2673378,18.04470825,21.36800003,23.51199913,25.78164291,21.460289,17.19997025,17.53200531,19.60000038,21.7181263,-0.460000008,17.6875,6.635455608
10/18/21 0:40,19.10000038,19.24200058,0,0,0,0,17.39144516,20.20800018,3.964904308,22.99200058,17.29834938,21.8239994,16.24048233,18.03494263,21.36199951,23.48800087,25.7743187,21.46761322,17.18287849,17.50514984,19.62000084,21.47437477,-0.460000008,17.32500076,6.664296627
10/18/21 0:45,19.06999969,19.21199989,0,0,0,0,17.43257904,20.23600006,3.964904308,22.99799919,17.32649612,21.86199951,16.25268936,18.025177,21.36000061,23.4659996,25.76211166,21.47005463,17.17799568,17.47341156,19.6439991,21.22249985,-0.458000004,16.5,6.635455608
10/18/21 0:50,19.0359993,19.18199921,0,0,0,0,17.46938515,20.26600075,3.964904308,22.99799919,17.38494873,21.90200043,16.2282753,18.01785278,21.35400009,23.44799995,25.75967026,21.46517181,17.18287849,17.44411469,19.66600037,20.96249962,-0.460000008,16.6875,6.670064449
10/18/21 0:55,19.00799942,19.14800072,0,0,0,0,17.51052094,20.29400063,3.964904308,23.00600052,17.41958809,21.98200035,16.23559952,18.00320435,21.34600067,23.43400002,25.74746323,21.46273041,17.17067146,17.4123745,19.69799995,20.7025013,-0.462000012,17.64999962,6.667180538
10/18/21 1:00,18.97599983,19.11800003,0,0,0,0,17.55381966,20.32799911,3.967345715,23.01399994,17.46072388,22.02599907,16.20141983,17.99832153,21.34199905,23.42399979,25.7352562,21.46273041,17.16823006,17.39284325,19.71800041,20.45062447,-0.460000008,20.16250038,6.675832748
10/18/21 1:05,18.94400024,19.08600044,0,0,0,0,17.59712029,20.35000038,3.964904308,23.03199959,17.50402451,22.08600044,16.19653702,17.99099731,21.34000015,23.40399933,25.7352562,21.46273041,17.16090584,17.37087059,19.74399948,20.17437553,-0.458000004,19.03750038,6.655644417
10/18/21 1:10,18.91399956,19.05400085,0,0,0,0,17.64041901,20.37800026,3.969787121,23.04199982,17.54948997,22.13599968,16.18188667,17.9836731,21.33799934,23.38800049,25.70840073,21.46517181,17.15602303,17.34401512,19.77199936,19.90625,-0.460000008,18.92500114,6.658528328
10/18/21 1:15,18.88599968,19.02000046,0,0,0,0,17.67289543,20.40600014,3.967345715,23.04999924,17.58845901,22.1779995,16.18432808,17.96902466,21.32999992,23.37400055,25.70351791,21.46761322,17.14381599,17.31227493,19.79000092,19.63812637,-0.462000012,18.0625,6.652760506
10/18/21 1:20,18.85199928,18.99200058,0,0,0,0,17.72268867,20.43400002,3.967345715,23.05599976,17.63825607,22.25,16.14282417,17.95925903,21.32999992,23.3579998,25.68886948,21.47249603,17.13405037,17.28786087,19.81399918,19.36187363,-0.460000008,18.375,6.644108295
10/18/21 1:25,18.81800079,18.95999908,0,0,0,0,17.7551651,20.4640007,3.964904308,23.06800079,17.66856575,22.29199982,16.14282417,17.94216919,21.32600021,23.35000038,25.67910194,21.47737885,17.11940193,17.26344681,19.84199905,19.11000061,-0.460000008,17.35000038,6.658528328
10/18/21 1:30,18.7859993,18.9260006,0,0,0,0,17.81361961,20.49799919,3.964904308,23.06800079,17.70536995,22.36000061,16.13549995,17.93240166,21.3239994,23.34399986,25.67421913,21.48226166,17.12184334,17.23903275,19.87000084,18.83374977,-0.460000008,18.39999962,6.652760506
